entity_id,type,field,current_value,current_source_type,current_source_url,verdict,verified_value,verified_as_of,source_class,source_title,source_url,table_or_section,verbatim_excerpt,primary_count,independent_secondary_count,confidence_tier,njdg_stamp_valid,anomaly_flags,notes
mh_cdrc_pune,ConsumerCommission,pending_cases,14000,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,mh_consumer_quarterly,https://cdnbbsr.s3waas.gov.in/s333bb83720ba9d2b6da87114380314af5/uploads/2025/02/20250213750745887.pdf,"Maharashtra commission monthly-report archive, internal PDF dates, plus LS 2574 / LS 1389 annexures",,0,0,UNSOURCED,,period_mismatch|archive_label_date_mismatch|entity_scope_requires_review|primary_fetch_failed|pending_round_thousand|report_source_empty_or_homepage,"Input data_as_of=2024-12-01. Official archive links have mismatched labels: the PDF saved as mh_consumer_quarterly has December 2023 content, while the link saved as mh_consumer_dec contains June 2023 content and the impossible printed date 31/06/2023. Neither establishes December 2024 pending. Tables distinguish state circuit benches, several Mumbai district commissions, Pune and Additional Pune, Nagpur and Additional Nagpur. Do not select an unspecified branch or use all-Maharashtra SCDRC+DCDRC totals for the state commission. LS 2574's state-commission complaints filed 9017 / disposed 787 cover January 2022 to October 2024, not one year. NCDRC stats page timed out. Reviewed/attempted URLs: https://cdnbbsr.s3waas.gov.in/s333bb83720ba9d2b6da87114380314af5/uploads/2025/02/20250213750745887.pdf | https://cdnbbsr.s3waas.gov.in/s333bb83720ba9d2b6da87114380314af5/uploads/2025/02/20250212860018085.pdf | https://grahak.maharashtra.gov.in/en/document-category/monthly-report/ | https://sansad.in/getFile/loksabhaquestions/annex/183/AU2574_VTYbhc.pdf?source=pqals | https://sansad.in/getFile/loksabhaquestions/annex/183/AU1389_73tV2H.pdf?source=pqals | https://ncdrc.nic.in/stats.html. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
mh_cdrc_pune,ConsumerCommission,njdg_source_stamp,present,,,REFUTE,absent,,GoI_primary,NIC: National Judicial Data Grid,https://www.nic.gov.in/project/national-judicial-data-grid/,Project description: eCourts scope,,1,0,partial,FALSE,,"recommend strip NJDG source. REFUTE refers to source validity, not whether the supplied stamp is present. verified_value=absent is the recommended state after removal. Applies the prompt's explicit exclusion rule, supported by NIC's court-system scope. No independent inspection of repository sources arrays."
merc,RegulatoryBodyQJ,pending_cases,1450,AnnualReport,https://merc.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,merc_ar,https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf,"MERC AR 2023-24, printed page 3 / PDF page 39, petition table, visually checked against native OCR",,0,0,UNSOURCED,,period_mismatch|inflow_scope_includes_remands|report_source_empty_or_homepage,"Input data_as_of=2024-12-01. FY2023-24 opening 101, received/suo motu/remanded 254, disposed by order 155, withdrawn/disposed 12, closing 188. Total disposals derived as 155+12 = 167, with 101+254-167 = 188. Inflow includes categories beyond fresh filings. Rate for these flows is 167/254 = 0.6575. The March 2024 close is not the input's December snapshot. No matching-period mean duration located. Reviewed/attempted URLs: https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf | https://new.merc.gov.in/report-type/annual-reports/. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
merc,RegulatoryBodyQJ,filed_last_year,620,AnnualReport,https://merc.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,merc_ar,https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf,"MERC AR 2023-24, printed page 3 / PDF page 39, petition table, visually checked against native OCR",,0,0,UNSOURCED,,period_mismatch|inflow_scope_includes_remands|report_source_empty_or_homepage|annual_period_undefined,"Input data_as_of=2024-12-01. FY2023-24 opening 101, received/suo motu/remanded 254, disposed by order 155, withdrawn/disposed 12, closing 188. Total disposals derived as 155+12 = 167, with 101+254-167 = 188. Inflow includes categories beyond fresh filings. Rate for these flows is 167/254 = 0.6575. The March 2024 close is not the input's December snapshot. No matching-period mean duration located. Reviewed/attempted URLs: https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf | https://new.merc.gov.in/report-type/annual-reports/. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
merc,RegulatoryBodyQJ,disposed_last_year,540,AnnualReport,https://merc.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,merc_ar,https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf,"MERC AR 2023-24, printed page 3 / PDF page 39, petition table, visually checked against native OCR",,0,0,UNSOURCED,,period_mismatch|inflow_scope_includes_remands|report_source_empty_or_homepage|annual_period_undefined,"Input data_as_of=2024-12-01. FY2023-24 opening 101, received/suo motu/remanded 254, disposed by order 155, withdrawn/disposed 12, closing 188. Total disposals derived as 155+12 = 167, with 101+254-167 = 188. Inflow includes categories beyond fresh filings. Rate for these flows is 167/254 = 0.6575. The March 2024 close is not the input's December snapshot. No matching-period mean duration located. Reviewed/attempted URLs: https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf | https://new.merc.gov.in/report-type/annual-reports/. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
merc,RegulatoryBodyQJ,disposal_rate,0.871,AnnualReport,https://merc.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,merc_ar,https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf,"MERC AR 2023-24, printed page 3 / PDF page 39, petition table, visually checked against native OCR",,0,0,UNSOURCED,,period_mismatch|inflow_scope_includes_remands|report_source_empty_or_homepage|annual_period_undefined|rate_matches_stored_inputs_4dp,"Input data_as_of=2024-12-01. FY2023-24 opening 101, received/suo motu/remanded 254, disposed by order 155, withdrawn/disposed 12, closing 188. Total disposals derived as 155+12 = 167, with 101+254-167 = 188. Inflow includes categories beyond fresh filings. Rate for these flows is 167/254 = 0.6575. The March 2024 close is not the input's December snapshot. No matching-period mean duration located. Reviewed/attempted URLs: https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf | https://new.merc.gov.in/report-type/annual-reports/. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document. Stored-count arithmetic gives 0.8710. Arithmetic agreement does not verify those counts."
merc,RegulatoryBodyQJ,avg_disposal_days,730,AnnualReport,https://merc.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,merc_ar,https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf,"MERC AR 2023-24, printed page 3 / PDF page 39, petition table, visually checked against native OCR",,0,0,UNSOURCED,,period_mismatch|inflow_scope_includes_remands|report_source_empty_or_homepage,"Input data_as_of=2024-12-01. FY2023-24 opening 101, received/suo motu/remanded 254, disposed by order 155, withdrawn/disposed 12, closing 188. Total disposals derived as 155+12 = 167, with 101+254-167 = 188. Inflow includes categories beyond fresh filings. Rate for these flows is 167/254 = 0.6575. The March 2024 close is not the input's December snapshot. No matching-period mean duration located. Reviewed/attempted URLs: https://merc.gov.in/wp-content/uploads/2025/06/Annual-Administration-Report-2023-24.pdf | https://new.merc.gov.in/report-type/annual-reports/. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
merc,RegulatoryBodyQJ,njdg_source_stamp,present,,,REFUTE,absent,,GoI_primary,NIC: National Judicial Data Grid,https://www.nic.gov.in/project/national-judicial-data-grid/,Project description: eCourts scope,,1,0,partial,FALSE,,"recommend strip NJDG source. REFUTE refers to source validity, not whether the supplied stamp is present. verified_value=absent is the recommended state after removal. Applies the prompt's explicit exclusion rule, supported by NIC's court-system scope. No independent inspection of repository sources arrays."
mh_slsa,ADRBody,njdg_source_stamp,present,,,REFUTE,absent,,GoI_primary,NIC: National Judicial Data Grid,https://www.nic.gov.in/project/national-judicial-data-grid/,Project description: eCourts scope,,1,0,partial,FALSE,,"recommend strip NJDG source. REFUTE refers to source validity, not whether the supplied stamp is present. verified_value=absent is the recommended state after removal. Applies the prompt's explicit exclusion rule, supported by NIC's court-system scope. No independent inspection of repository sources arrays."
mh_cdrc_nagpur,ConsumerCommission,pending_cases,9500,DoJ_Report,https://consumerhelpline.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,mh_consumer_quarterly,https://cdnbbsr.s3waas.gov.in/s333bb83720ba9d2b6da87114380314af5/uploads/2025/02/20250213750745887.pdf,"Maharashtra commission monthly-report archive, internal PDF dates, plus LS 2574 / LS 1389 annexures",,0,0,UNSOURCED,,period_mismatch|archive_label_date_mismatch|entity_scope_requires_review|primary_fetch_failed|pending_round_hundred|report_source_empty_or_homepage,"Input data_as_of=2024-12-01. Official archive links have mismatched labels: the PDF saved as mh_consumer_quarterly has December 2023 content, while the link saved as mh_consumer_dec contains June 2023 content and the impossible printed date 31/06/2023. Neither establishes December 2024 pending. Tables distinguish state circuit benches, several Mumbai district commissions, Pune and Additional Pune, Nagpur and Additional Nagpur. Do not select an unspecified branch or use all-Maharashtra SCDRC+DCDRC totals for the state commission. LS 2574's state-commission complaints filed 9017 / disposed 787 cover January 2022 to October 2024, not one year. NCDRC stats page timed out. Reviewed/attempted URLs: https://cdnbbsr.s3waas.gov.in/s333bb83720ba9d2b6da87114380314af5/uploads/2025/02/20250213750745887.pdf | https://cdnbbsr.s3waas.gov.in/s333bb83720ba9d2b6da87114380314af5/uploads/2025/02/20250212860018085.pdf | https://grahak.maharashtra.gov.in/en/document-category/monthly-report/ | https://sansad.in/getFile/loksabhaquestions/annex/183/AU2574_VTYbhc.pdf?source=pqals | https://sansad.in/getFile/loksabhaquestions/annex/183/AU1389_73tV2H.pdf?source=pqals | https://ncdrc.nic.in/stats.html. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
mh_cdrc_nagpur,ConsumerCommission,njdg_source_stamp,present,,,REFUTE,absent,,GoI_primary,NIC: National Judicial Data Grid,https://www.nic.gov.in/project/national-judicial-data-grid/,Project description: eCourts scope,,1,0,partial,FALSE,,"recommend strip NJDG source. REFUTE refers to source validity, not whether the supplied stamp is present. verified_value=absent is the recommended state after removal. Applies the prompt's explicit exclusion rule, supported by NIC's court-system scope. No independent inspection of repository sources arrays."
mh_rera,RegulatoryBodyQJ,pending_cases,42000,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,mh_rera_ar,https://maharera.maharashtra.gov.in/sites/default/files/annual_reports/Annual_Report_2023_24_English_0.pdf,"MahaRERA AR 2023-24, PDF page 14, section 3 complaints table and current-position paragraphs",,0,0,UNSOURCED,,period_mismatch|registered_vs_all_complaints|value_on_42_ladder|pending_round_thousand|report_source_empty_or_homepage,"Input data_as_of=2024-12-01. Report table gives opening 7155, received during year 3949 and disposed 3059, implying closing 8045. Text also reports, as at 30 April 2024, registered-project complaints 23932 and disposals 15887 (difference 8045), plus unregistered complaints 974 and disposals 774. All categories imply pending 8245, not the same scope as registered projects. The FY title and April update need care. No primary substantiates the December claim or mean 365 days. Reviewed/attempted URLs: https://maharera.maharashtra.gov.in/sites/default/files/annual_reports/Annual_Report_2023_24_English_0.pdf | https://maharera.maharashtra.gov.in/annual-reports. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
mh_rera,RegulatoryBodyQJ,filed_last_year,28000,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,mh_rera_ar,https://maharera.maharashtra.gov.in/sites/default/files/annual_reports/Annual_Report_2023_24_English_0.pdf,"MahaRERA AR 2023-24, PDF page 14, section 3 complaints table and current-position paragraphs",,0,0,UNSOURCED,,period_mismatch|registered_vs_all_complaints|report_source_empty_or_homepage|annual_period_undefined,"Input data_as_of=2024-12-01. Report table gives opening 7155, received during year 3949 and disposed 3059, implying closing 8045. Text also reports, as at 30 April 2024, registered-project complaints 23932 and disposals 15887 (difference 8045), plus unregistered complaints 974 and disposals 774. All categories imply pending 8245, not the same scope as registered projects. The FY title and April update need care. No primary substantiates the December claim or mean 365 days. Reviewed/attempted URLs: https://maharera.maharashtra.gov.in/sites/default/files/annual_reports/Annual_Report_2023_24_English_0.pdf | https://maharera.maharashtra.gov.in/annual-reports. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
mh_rera,RegulatoryBodyQJ,disposed_last_year,24000,AnnualReport,https://maharera.maharashtra.gov.in/,UNSOURCED,,,government_primary_reviewed_not_matched,mh_rera_ar,https://maharera.maharashtra.gov.in/sites/default/files/annual_reports/Annual_Report_2023_24_English_0.pdf,"MahaRERA AR 2023-24, PDF page 14, section 3 complaints table and current-position paragraphs",,0,0,UNSOURCED,,period_mismatch|registered_vs_all_complaints|report_source_empty_or_homepage|annual_period_undefined,"Input data_as_of=2024-12-01. Report table gives opening 7155, received during year 3949 and disposed 3059, implying closing 8045. Text also reports, as at 30 April 2024, registered-project complaints 23932 and disposals 15887 (difference 8045), plus unregistered complaints 974 and disposals 774. All categories imply pending 8245, not the same scope as registered projects. The FY title and April update need care. No primary substantiates the December claim or mean 365 days. Reviewed/attempted URLs: https://maharera.maharashtra.gov.in/sites/default/files/annual_reports/Annual_Report_2023_24_English_0.pdf | https://maharera.maharashtra.gov.in/annual-reports. No primary establishes this field with matching period and scope. Recommend withdraw/null pending a dated source. UNSOURCED describes this search result, not proof of fabrication or non-publication. primary_count counts documents grounding a verdict or verified replacement, not every reviewed document."
