entity_id,type,field,current_value,current_source_type,current_source_url,verdict,verified_value,verified_as_of,source_class,source_title,source_url,table_or_section,verbatim_excerpt,primary_count,independent_secondary_count,confidence_tier,njdg_stamp_valid,anomaly_flags,notes
drat,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity drat is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
iiac,ArbitralInstitution,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity iiac is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
irdai,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity irdai is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
ka_slsa,ADRBody,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity ka_slsa is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
mcia,ArbitralInstitution,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity mcia is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
mh_slsa,ADRBody,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity mh_slsa is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
nalsa,ADRBody,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity nalsa is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
py_cdrc,ConsumerCommission,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity py_cdrc is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
py_slsa,ADRBody,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity py_slsa is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
sebi,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity sebi is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
tdsat,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity tdsat is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
tn_rera,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity tn_rera is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
tn_slsa,ADRBody,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity tn_slsa is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
trai,RegulatoryBodyQJ,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: entity trai is not an eCourts body; NJDG is invalid for every entity in this set (verifier_prompt.md). njdg_stamp_valid=FALSE; no primary affirms an NJDG source stamp.
ngt,CentralTribunal,pending_cases,5698,Tribunal_Report,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,REFUTE,5890,2026-07-31,Tribunal_Report,NGT Zone Wise Report (greentribunal.gov.in),https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,"Zone Wise Report — 'Grand Total INSTITUTION, Disposal and Pendency of the cases of NGT Principal Bench & All Zonal Benches from 01/08/2025 To 31/07/2026'",'ZONE WISE Pendency as on 31/07/2026 ... Total: 5890',1,0,verified,,,"stored 5,698 (as-of 2026-04-30) not present in current primary; dashboard pendency as on 31/07/2026 = 5,890. Pendency fluctuates monthly; stored figure matches no retrievable snapshot. Correct latest value 5,890 (31 Jul 2026)."
ngt,CentralTribunal,filed_last_year,1976,Tribunal_Report,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,REFUTE,5326,2025-08-01 to 2026-07-31,Tribunal_Report,NGT Zone Wise Report (greentribunal.gov.in),https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,"Zone Wise Report — 'Grand Total INSTITUTION, Disposal and Pendency of the cases of NGT Principal Bench & All Zonal Benches from 01/08/2025 To 31/07/2026'",INSTITUTION monthly rows (Aug 2025-Jul 2026) ... Total 2015+468+514+1840+489 = 5326,1,0,verified,,,"stored 1,976 matches no monthly window; 12-month institution total (01/08/2025-31/07/2026) = 5,326. Verified value is the full-window total."
ngt,CentralTribunal,disposed_last_year,1937,Tribunal_Report,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,REFUTE,3936,2025-08-01 to 2026-07-31,Tribunal_Report,NGT Zone Wise Report (greentribunal.gov.in),https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,"Zone Wise Report — 'Grand Total INSTITUTION, Disposal and Pendency of the cases of NGT Principal Bench & All Zonal Benches from 01/08/2025 To 31/07/2026'",Disposal monthly rows (Aug 2025-Jul 2026) ... Total 1447+332+490+1437+230 = 3936,1,0,verified,,,"stored 1,937 matches no monthly window; 12-month disposal total (01/08/2025-31/07/2026) = 3,936."
ngt,CentralTribunal,disposal_rate,0.9813,Tribunal_Report,https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,REFUTE,0.7390,2025-08-01 to 2026-07-31,Tribunal_Report,NGT Zone Wise Report (greentribunal.gov.in),https://www.greentribunal.gov.in/bench-wise-institution-disposal-and-pendency-cases-ngt-principal-bench-and-all-zonal-benches,"Zone Wise Report — 'Grand Total INSTITUTION, Disposal and Pendency of the cases of NGT Principal Bench & All Zonal Benches from 01/08/2025 To 31/07/2026'",derived: 3936 disposed / 5326 instituted = 0.7390,1,0,partial_approaching_complete,,"rate-mismatch, stored-rate",stored 0.9813 != recomputed from primary 3936/5326=0.7390; AR publishes no rate so verified value derived from dashboard totals.; stored rate 0.9813 != recomputed 1937/1976=0.9803
ngt,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: NGT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
aft,CentralTribunal,pending_cases,48000,Tribunal_Report,https://aftdelhi.nic.in/,REFUTE,1844,2024-12-31,Parliamentary_Answer,"RS USQ 4152 (Ministry of Defence, 30.03.2026)",https://sansad.in/getFile/annex/270/AU4152_7qPrJE.pdf?source=pqars,"Rajya Sabha Unstarred Question 4152 (Ministry of Defence, answered 30.03.2026), table 'Year Registered Disposed Pending'","'2024 9837 7993 1844' and '2025 7921 5126 2795' (RS USQ 4152, 30.03.2026)",1,1,verified,,"homepage-url, round-thousand","stored 48,000 matches no primary figure; end-2024 pendency = 1,844, end-2025 = 2,795 (RS USQ 4152). Rediff (30 Mar 2026) secondary also reports AFT pendency trends. Verified value 1,844 (end 2024, matching stored data_as_of 2024-12-01)."
aft,CentralTribunal,filed_last_year,9500,Tribunal_Report,https://aftdelhi.nic.in/,REFUTE,9837,2024 (calendar year),Parliamentary_Answer,"RS USQ 4152 (Ministry of Defence, 30.03.2026)",https://sansad.in/getFile/annex/270/AU4152_7qPrJE.pdf?source=pqars,"Rajya Sabha Unstarred Question 4152 (Ministry of Defence, answered 30.03.2026), table 'Year Registered Disposed Pending'","'2024 9837 7993 1844' and '2025 7921 5126 2795' (RS USQ 4152, 30.03.2026)",1,1,verified,,homepage-url,"stored 9,500 != primary 9,837 registered in 2024 (also 7,921 in 2025). Verified value 9,837 (2024)."
aft,CentralTribunal,disposed_last_year,7800,Tribunal_Report,https://aftdelhi.nic.in/,REFUTE,7993,2024 (calendar year),Parliamentary_Answer,"RS USQ 4152 (Ministry of Defence, 30.03.2026)",https://sansad.in/getFile/annex/270/AU4152_7qPrJE.pdf?source=pqars,"Rajya Sabha Unstarred Question 4152 (Ministry of Defence, answered 30.03.2026), table 'Year Registered Disposed Pending'","'2024 9837 7993 1844' and '2025 7921 5126 2795' (RS USQ 4152, 30.03.2026)",1,1,verified,,homepage-url,"stored 7,800 != primary 7,993 disposed in 2024 (also 5,126 in 2025). Verified value 7,993 (2024)."
aft,CentralTribunal,disposal_rate,0.8211,Tribunal_Report,https://aftdelhi.nic.in/,REFUTE,0.8126,2024 (calendar year),Parliamentary_Answer,"RS USQ 4152 (Ministry of Defence, 30.03.2026)",https://sansad.in/getFile/annex/270/AU4152_7qPrJE.pdf?source=pqars,"Rajya Sabha Unstarred Question 4152 (Ministry of Defence, answered 30.03.2026), table 'Year Registered Disposed Pending'",derived: 7993/9837 = 0.8126 (2024),1,1,partial_approaching_complete,,"homepage-url, stored-rate",stored 0.8211 == 7800/9500 (the stored wrong pair) but != recomputed 7993/9837=0.8126 from primary. AR publishes no rate; verified value derived.
aft,CentralTribunal,avg_disposal_days,1095,Tribunal_Report,https://aftdelhi.nic.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for AFT (RS USQ 4152 gives yearly registered/disposed/pending only). Recommend withdraw.
aft,CentralTribunal,njdg_source_stamp,absent,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,TRUE,,no NJDG stamp present in stored sources (stamp absent) - njdg_stamp_valid=TRUE; no action needed.
cat,CentralTribunal,pending_cases,42000,AnnualReport,,REFUTE,69581,2026-01-31,Parliamentary_Answer,"PIB PRID 2244915 (Lok Sabha reply, 25.03.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2244915,"PIB Release ID 2244915 (Lok Sabha written reply, Ministry of Personnel, 25.03.2026) — 'Table: Details of cases instituted and disposed in CAT'","'9,19,157 cases have been disposed upto 31.01.2026, leaving 69,581 cases under adjudication presently'",1,0,verified,,"42-ladder, empty-url, round-thousand","stored 42,000 is a 42-ladder value and matches no primary figure; CAT pendency under adjudication = 69,581 as on 31.01.2026 (PIB/LS). Verified value 69,581."
cat,CentralTribunal,filed_last_year,18000,AnnualReport,,REFUTE,32998,2024 (calendar year),Parliamentary_Answer,"PIB PRID 2244915 (Lok Sabha reply, 25.03.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2244915,"PIB Release ID 2244915 (Lok Sabha written reply, Ministry of Personnel, 25.03.2026) — 'Table: Details of cases instituted and disposed in CAT'","'2024 32,998 35,460 108' (instituted, disposed, disposal rate %)",1,0,verified,,empty-url,"stored 18,000 != primary 32,998 instituted in 2024 (31,899 in 2025). Verified value 32,998 (2024, matching stored data_as_of 2024-12-01)."
cat,CentralTribunal,disposed_last_year,11700,AnnualReport,,REFUTE,35460,2024 (calendar year),Parliamentary_Answer,"PIB PRID 2244915 (Lok Sabha reply, 25.03.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2244915,"PIB Release ID 2244915 (Lok Sabha written reply, Ministry of Personnel, 25.03.2026) — 'Table: Details of cases instituted and disposed in CAT'","'2024 32,998 35,460 108' (instituted, disposed, disposal rate %)",1,0,verified,,empty-url,"stored 11,700 != primary 35,460 disposed in 2024 (34,318 in 2025). Verified value 35,460 (2024)."
cat,CentralTribunal,disposal_rate,0.65,AnnualReport,,REFUTE,1.0746,2024 (calendar year),Parliamentary_Answer,"PIB PRID 2244915 (Lok Sabha reply, 25.03.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2244915,"PIB Release ID 2244915 (Lok Sabha written reply, Ministry of Personnel, 25.03.2026) — 'Table: Details of cases instituted and disposed in CAT'",derived: 35460/32998 = 1.0746 (PIB states 108%),1,0,partial_approaching_complete,,"empty-url, stored-rate",stored 0.65 == 11700/18000 exactly (stored-rate flag) but != recomputed 35460/32998=1.0746; PIB expresses disposal rate as 108% for 2024. Verified 1.0746.
cat,CentralTribunal,avg_disposal_days,912,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no primary contains average disposal days for CAT. Recommend withdraw.
cat,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: CAT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
drt,CentralTribunal,pending_cases,195000,Tribunal_Report,https://drt.gov.in/,REFUTE,178172,2025-11-14,Parliamentary_Answer,"Rajya Sabha written reply, 02.12.2025 (DFS data; as reported by PTI)",https://www.freepressjournal.in/business/debt-recovery-tribunals-on-the-edge-178-lakh-cases-keeping-them-suspenseful,"RS written reply (MoS Corporate Affairs Harsh Malhotra), DRT pendency","'a total of 1,78,172 cases were pending as on November 14, 2025 with DRTs'",1,1,partial,,"homepage-url, round-thousand","stored 195,000 (as-of 2024-12-01) matches no published figure; RS written reply 02.12.2025 (DFS data) reports 1,78,172 pending as on 14.11.2025. Direct eparlib PDF of the answer unreachable from this environment (DNS); figure verified via PTI wire (Free Press Journal/News18/Moneylife all reprint the same answer = 1 affirmation). Verified 1,78,172 (14 Nov 2025); as-of differs from stored 2024-12-01."
drt,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: DRT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
nclt,CentralTribunal,pending_cases,45000,Tribunal_Report,https://nclt.gov.in/,REFUTE,20484,2024-12-31,Parliamentary_Answer,"Lok Sabha Starred Question 222 (MCA, 17.03.2025)",https://sansad.in/getFile/loksabhaquestions/annex/184/AS222_n4MMkm.pdf?source=pqals,"LS SQ 222 statement: 'Companies Act (CA) 8,133 | IBC 12,351 | Total 20,484'","'the number of cases pending under the Companies Act and Insolvency Bankruptcy Code, 2016 (IBC), as on 31.12.2024 are as under: 8,133 12,351 20,484'",1,0,verified,,"homepage-url, round-thousand","stored 45,000 matches no primary figure; NCLT pendency as on 31.12.2024 = 20,484 (CA 8,133 + IBC 12,351) per LS SQ 222 (MCA, 17.03.2025). Verified 20,484."
nclt,CentralTribunal,filed_last_year,18000,Tribunal_Report,https://nclt.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with NCLT total institution for 2024-25 (LS SQ 222 covers pendency only; MCA AR 2024-25 / IBBI quarterly not retrieved). Recommend withdraw.
nclt,CentralTribunal,disposed_last_year,14000,Tribunal_Report,https://nclt.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary with NCLT total disposal for 2024-25. Recommend withdraw.
nclt,CentralTribunal,disposal_rate,0.7778,Tribunal_Report,https://nclt.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.7778 == 14000/18000 (stored-rate flag) but both numerator and denominator unverified. No primary found. Recommend withdraw.
nclt,CentralTribunal,avg_disposal_days,547,Tribunal_Report,https://nclt.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for NCLT. Recommend withdraw.
nclt,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: NCLT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
itat,CentralTribunal,filed_last_year,55000,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,"no accessible primary containing ITAT appeals filed for the claim period; attempted LS/RS answers on sansad.in (LS USQ 1599 of Nov 2019 reports ITAT pendency 90,082 - too old for this claim); ITAT annual report not retrieved. Recommend withdraw."
itat,CentralTribunal,disposed_last_year,39000,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no accessible primary containing ITAT appeals disposed for the claim period. Recommend withdraw.
itat,CentralTribunal,disposal_rate,0.7091,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"empty-url, stored-rate",stored 0.7091 == 39000/55000 (stored-rate flag) but both unverified; no primary found. Recommend withdraw.
itat,CentralTribunal,avg_disposal_days,1095,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no primary contains average disposal days for ITAT. Recommend withdraw.
itat,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: ITAT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
cestat,CentralTribunal,pending_cases,120000,Tribunal_Report,https://cestat.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, round-thousand","stored 120,000 matches no accessible primary for the claim period; LS USQ 1599 (Nov 2019) reported CESTAT pendency 77,635 (too old); no 2024-25 figure retrieved. Recommend withdraw."
cestat,CentralTribunal,filed_last_year,22000,Tribunal_Report,https://cestat.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary containing CESTAT appeals filed for the claim period. Recommend withdraw.
cestat,CentralTribunal,disposed_last_year,18000,Tribunal_Report,https://cestat.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no accessible primary containing CESTAT appeals disposed for the claim period. Recommend withdraw.
cestat,CentralTribunal,disposal_rate,0.8182,Tribunal_Report,https://cestat.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"homepage-url, stored-rate",stored 0.8182 == 18000/22000 (stored-rate flag) but both unverified; no primary found. Recommend withdraw.
cestat,CentralTribunal,avg_disposal_days,730,Tribunal_Report,https://cestat.gov.in/,UNSOURCED,,,,,,,,0,0,UNSOURCED,,homepage-url,no primary contains average disposal days for CESTAT. Recommend withdraw.
cestat,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: CESTAT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
nclat,CentralTribunal,pending_cases,4200,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"42-ladder, empty-url","stored 4,200 is a 42-ladder value; no accessible primary with NCLAT pendency for the claim period (MCA AR / LS answers not retrieved; DAKSH State of Tribunals 2025 is secondary). Recommend withdraw."
nclat,CentralTribunal,filed_last_year,2800,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no accessible primary containing NCLAT appeals filed for the claim period. Recommend withdraw.
nclat,CentralTribunal,disposed_last_year,2200,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no accessible primary containing NCLAT appeals disposed for the claim period. Recommend withdraw.
nclat,CentralTribunal,disposal_rate,0.7857,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,"empty-url, stored-rate",stored 0.7857 == 2200/2800 (stored-rate flag) but both unverified; no primary found. Recommend withdraw.
nclat,CentralTribunal,avg_disposal_days,547,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,no primary contains average disposal days for NCLAT. Recommend withdraw.
nclat,CentralTribunal,njdg_source_stamp,present,,,UNSOURCED,,,,,,,,0,0,UNSOURCED,FALSE,,recommend strip NJDG source: NCLAT is not an eCourts body; NJDG invalid for every entity in this set. njdg_stamp_valid=FALSE.
cci,RegulatoryBodyQJ,pending_cases,890,AnnualReport,,UNSOURCED,,,,,,,,0,0,UNSOURCED,,empty-url,stored 890 unverifiable: PIB/MCA release (09.02.2026) gives CY2025 registered/disposed but no pendency figure; CCI AR 2024-25 not retrieved. Recommend withdraw.
cci,RegulatoryBodyQJ,filed_last_year,580,AnnualReport,,REFUTE,203,2025 (calendar year),Parliamentary_Answer,"PIB Release 2225431 (Ministry of Corporate Affairs, 09.02.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2225431,PIB text: CY2025 CCI registered matters,"'During the calendar year 2025, the Competition Commission of India registered 54 matters relating to anti-competitive practices/antitrust and received 149 merger (M&A) filings. The Commission passed final orders in 38 antitrust cases and disposed of 146 merger notices.'",1,1,verified,,empty-url,stored 580 matches no primary; CCI registered 54 antitrust + received 149 merger filings in CY2025 = 203 matters. Verified 203 (CY2025); claim period 2024-12-01 differs - recommend re-source from CCI AR for FY figures. Lokmat (secondary) reprints the same MCA release.
cci,RegulatoryBodyQJ,disposed_last_year,495,AnnualReport,,REFUTE,184,2025 (calendar year),Parliamentary_Answer,"PIB Release 2225431 (Ministry of Corporate Affairs, 09.02.2026)",https://www.pib.gov.in/PressReleasePage.aspx?PRID=2225431,PIB text: CY2025 CCI disposed matters,"'During the calendar year 2025, the Competition Commission of India registered 54 matters relating to anti-competitive practices/antitrust and received 149 merger (M&A) filings. The Commission passed final orders in 38 antitrust cases and disposed of 146 merger notices.'",1,1,verified,,empty-url,stored 495 matches no primary; CCI passed final orders in 38 antitrust cases + disposed 146 merger notices in CY2025 = 184. Verified 184 (CY2025).
